,0,1,2,3
USE1,17326199,17326199,+,chr19
MCF2L2,183146407,183146407,-,chr3
NRIP2,2944201,2944201,-,chr12
LAMA3,21452984,21452984,+,chr18
AP5M1,57735755,57735755,+,chr14
ANAPC4,25378894,25378894,+,chr4
KCNQ1,2466238,2466238,+,chr11
TRAPPC3,36615087,36615087,-,chr1
THRAP3,36690055,36690055,+,chr1
PHPT1,139743862,139743862,+,chr9
ENTPD2,139948513,139948513,-,chr9
LY75,160761267,160761267,-,chr2
ARID4B,235491483,235491483,-,chr1
OPN3,241803671,241803671,-,chr1
SDCCAG8,243419358,243419358,+,chr1
PTPRN,220174103,220174103,-,chr2
HHAT,210502277,210502277,+,chr1
KIF1B,10270628,10270628,+,chr1
FOXC1,1610150,1610150,+,chr6
TBC1D22A,47158557,47158557,+,chr22
SYNE2,64319732,64319732,+,chr14
PLEKHH1,68000007,68000007,+,chr14
ATP9A,50384929,50384929,-,chr20
SPO11,55904863,55904863,+,chr20
CBLN4,54580532,54580532,-,chr20
CHRDL2,74442471,74442471,-,chr11
FAM168A,73309157,73309157,-,chr11
RELT,73087444,73087444,+,chr11
GALC,88459513,88459513,-,chr14
NOP58,203130494,203130494,+,chr2
SZRD1,16693739,16693739,+,chr1
KCNH2,150652892,150652892,-,chr7
CUL1,148395995,148395995,+,chr7
FAM114A2,153418470,153418470,-,chr5
CYFIP2,156693133,156693133,+,chr5
TAB2,149539777,149539777,+,chr6
GINM1,149887511,149887511,+,chr6
EIF2AK2,37384110,37384110,-,chr2
USP36,76836887,76836887,-,chr17
KMT2C,152133073,152133073,-,chr7
MCOLN3,85514152,85514152,-,chr1
CCDC85A,56411152,56411152,+,chr2
PUM2,20550595,20550595,-,chr2
MRPL43,102747254,102747254,-,chr10
ITIH4,52864688,52864688,-,chr3
ITIH1,52811615,52811615,+,chr3
C4orf27,170679095,170679095,-,chr4
ZFR,32444791,32444791,-,chr5
ZNF280C,129402873,129402873,-,chrX
NPFFR2,72897717,72897717,+,chr4
PHF21B,45405886,45405886,-,chr22
TRAF1,123691349,123691349,-,chr9
RC3H2,125667562,125667562,-,chr9
IL17RB,53880595,53880595,+,chr3
TRAF3IP2,111927078,111927078,-,chr6
GYG2,2746971,2746971,+,chrX
DCBLD2,98620539,98620539,-,chr3
SERPINB3,61329127,61329127,-,chr18
SOAT1,179262937,179262937,+,chr1
PKP2,33049703,33049703,-,chr12
MSH4,76262571,76262571,+,chr1
F7,113760105,113760105,+,chr13
GDI2,5855393,5855393,-,chr10
PRDM1,106534211,106534211,+,chr6
ATG5,106773505,106773505,-,chr6
TMCC3,95044333,95044333,-,chr12
PITHD1,24104908,24104908,+,chr1
MTA3,42795782,42795782,+,chr2
USP13,179370828,179370828,+,chr3
ATP11B,182511292,182511292,+,chr3
LAMC2,183155399,183155399,+,chr1
CDK14,90225752,90225752,+,chr7
SEC61A1,127771285,127771285,+,chr3
PPP1R12A,80328877,80328877,-,chr12
RASGRF1,79383113,79383113,-,chr15
CAMK2B,44365076,44365076,-,chr7
CROCC,17248426,17248426,+,chr1
POLR3E,22308696,22308696,+,chr16
ATP2B4,203595960,203595960,+,chr1
ZC3H11A,203764751,203764751,+,chr1
RIOK2,96518946,96518946,-,chr5
YIPF1,54355470,54355470,-,chr1
NDC1,54303969,54303969,-,chr1
DGKG,186080023,186080023,-,chr3
FLYWCH1,2961992,2961992,+,chr16
UNKL,1464705,1464705,-,chr16
TBXAS1,139529063,139529063,+,chr7
PARP12,139762711,139762711,-,chr7
ALDH18A1,97416416,97416416,-,chr10
TARBP1,234614924,234614924,-,chr1
GATB,152682159,152682159,-,chr4
MXD1,70142241,70142241,+,chr2
CDK17,96794217,96794217,-,chr12
DNAJC25,114393614,114393614,+,chr9
SLC2A3,8088783,8088783,-,chr12
PSD,104169034,104169034,-,chr10
CTDP1,77439845,77439845,+,chr18
YBX3,10875922,10875922,-,chr12
STYK1,10826651,10826651,-,chr12
WNK1,861745,861745,+,chr12
CCAR1,70480996,70480996,+,chr10
OGFR,61436187,61436187,+,chr20
GNA15,3136240,3136240,+,chr19
CREB3L3,4153639,4153639,+,chr19
PIGV,27114679,27114679,+,chr1
PTPRU,29563034,29563034,+,chr1
SNRNP40,31769629,31769629,-,chr1
RIMBP2,131200844,131200844,-,chr12
COL11A1,103574052,103574052,-,chr1
QSER1,32914658,32914658,+,chr11
MPC1,166796428,166796428,-,chr6
ACAA1,38178568,38178568,-,chr3
BCAT1,25101987,25101987,-,chr12
HDAC7,48213686,48213686,-,chr12
LZTS1,20161474,20161474,-,chr8
PRDM6,122424936,122424936,+,chr5
WNT8A,137419725,137419725,+,chr5
SPAG4,34204946,34204946,+,chr20
NCKAP1,183903145,183903145,-,chr2
MRPS35,27863765,27863765,+,chr12
GUCY1B3,156680191,156680191,+,chr4
SFSWAP,132195640,132195640,+,chr12
TNK2,195619596,195619596,-,chr3
MON2,62860606,62860606,+,chr12
CDH3,68679240,68679240,+,chr16
ARSF,2959512,2959512,+,chrX
GPBP1,56469912,56469912,+,chr5
DGAT2,75479823,75479823,+,chr11
ZNF112,44860832,44860832,-,chr19
CS,56694114,56694114,-,chr12
LTK,41806025,41806025,-,chr15
ELMO2,45035231,45035231,-,chr20
WAPL,88281549,88281549,-,chr10
VMP1,57915292,57915292,+,chr17
APPBP2,58603603,58603603,-,chr17
POLD1,50887604,50887604,+,chr19
SEZ6,27333037,27333037,-,chr17
EIF4B,53400240,53400240,+,chr12
SLC6A16,49828448,49828448,-,chr19
GLTSCR1,48112391,48112391,+,chr19
SPHK2,49122763,49122763,+,chr19
RPL18,49122433,49122433,-,chr19
CA11,49149327,49149327,-,chr19
ISOC2,55973009,55973009,-,chr19
U2AF2,56166405,56166405,+,chr19
EPN1,56186594,56186594,+,chr19
MED29,39882052,39882052,+,chr19
AHRR,321859,321859,+,chr5
GSC2,19137796,19137796,-,chr22
ZNF275,152599613,152599613,+,chrX
MTMR1,149861869,149861869,+,chrX
GPC1,241375107,241375107,+,chr2
ADCK1,78266456,78266456,+,chr14
HAGH,1876803,1876803,-,chr16
RNF4,2470847,2470847,+,chr4
CASP8,202125286,202125286,+,chr2
LIMCH1,41362824,41362824,+,chr4
ASUN,27090913,27090913,-,chr12
TM7SF3,27167317,27167317,-,chr12
DLX3,48072588,48072588,-,chr17
SPA17,124543812,124543812,+,chr11
TSPAN32,2323373,2323373,+,chr11
WISP2,43344011,43344011,+,chr20
DMRT3,976655,976655,+,chr9
ST3GAL6,98482184,98482184,+,chr3
ATP2C2,84402144,84402144,+,chr16
NGFR,47572655,47572655,+,chr17
CDON,125932761,125932761,-,chr11
TAF2,120845081,120845081,-,chr8
HIPK2,139477797,139477797,-,chr7
TNPO3,128694954,128694954,-,chr7
BORCS8-MEF2B,19302967,19302967,-,chr19
RFXANK,19303747,19303747,+,chr19
TMEM161A,19249287,19249287,-,chr19
LPAR2,19739029,19739029,-,chr19
CTSA,44519974,44519974,+,chr20
SUGP2,19144326,19144326,-,chr19
SLC12A2,127419458,127419458,+,chr5
SNX24,122181308,122181308,+,chr5
EYA2,45523482,45523482,+,chr20
CNN2,1026615,1026615,+,chr19
ABCA7,1040115,1040115,+,chr19
SNCAIP,121647897,121647897,+,chr5
DDX20,112298324,112298324,+,chr1
BTBD1,83736004,83736004,-,chr15
FAR2,29302235,29302235,+,chr12
BCAS1,52645170,52645170,-,chr20
POU1F1,87325734,87325734,-,chr3
CHI3L2,111770335,111770335,+,chr1
SBNO2,1174266,1174266,-,chr19
PMS1,190649238,190649238,+,chr2
HMG20B,3572942,3572942,+,chr19
CALCRL,188312979,188312979,-,chr2
TAF11,34855818,34855818,-,chr6
ANKS1A,34857032,34857032,+,chr6
AP3D1,2151550,2151550,-,chr19
ZNF76,35227512,35227512,+,chr6
SLC9A3R2,2076903,2076903,+,chr16
NTHL1,2097835,2097835,-,chr16
UHRF1BP1,34759873,34759873,+,chr6
GNAI3,110091257,110091257,+,chr1
IPO5,98628932,98628932,+,chr13
OAT,126107492,126107492,-,chr10
WDR3,118472377,118472377,+,chr1
PKN2,89149956,89149956,+,chr1
WDR18,984346,984346,+,chr19
TRAM2,52441858,52441858,-,chr6
NTN1,8924827,8924827,+,chr17
GLP2R,9745858,9745858,+,chr17
MCM10,13203579,13203579,+,chr10
DGKA,56325847,56325847,+,chr12
ERBB3,56473956,56473956,+,chr12
ROPN1,123711025,123711025,-,chr3
ANKRD44,198175504,198175504,-,chr2
KARS,75681563,75681563,-,chr16
ADAT1,75657179,75657179,-,chr16
PDIA5,122785923,122785923,+,chr3
TBC1D22B,37225548,37225548,+,chr6
NDUFB4,120315185,120315185,+,chr3
SPEN,16174354,16174354,+,chr1
MYLK,123603146,123603146,-,chr3
ZC3H15,187350987,187350987,+,chr2
MAP2K4,11924194,11924194,+,chr17
TMEM206,212588228,212588228,-,chr1
SNAP91,84418801,84418801,-,chr6
SLK,105726927,105726927,+,chr10
CYB5R4,84569408,84569408,+,chr6
COL17A1,105845638,105845638,-,chr10
GSTO2,106034924,106034924,+,chr10
SEC61A2,12171688,12171688,+,chr10
PRKCQ,6622238,6622238,-,chr10
TLE2,3029223,3029223,-,chr19
ASB1,239335694,239335694,+,chr2
FAM107B,14646400,14646400,-,chr10
ME1,84140764,84140764,-,chr6
TBC1D1,37979033,37979033,+,chr4
CDK13,39989394,39989394,+,chr7
MTHFD2,74425742,74425742,+,chr2
SLC9A7,46618553,46618553,-,chrX
FOXJ2,8185314,8185314,+,chr12
YBX1,43148089,43148089,+,chr1
PDE4A,10563608,10563608,+,chr19
PPP2R5A,212458752,212458752,+,chr1
CTNNA2,79740177,79740177,+,chr2
ELAVL1,8070525,8070525,-,chr19
TIE1,43766676,43766676,+,chr1
DIP2B,50898772,50898772,+,chr12
SMARCD1,50479125,50479125,+,chr12
KDM4A,44115829,44115829,+,chr1
NFYC,41157376,41157376,+,chr1
ZMYND12,42921693,42921693,-,chr1
SLC9A3,524564,524564,-,chr5
NGEF,233792861,233792861,-,chr2
ASPM,197115799,197115799,-,chr1
CD84,160549272,160549272,-,chr1
ELOVL1,43833682,43833682,-,chr1
SPI1,47400091,47400091,-,chr11
ZNRD1,30029070,30029070,+,chr6
MPPED2,30607900,30607900,-,chr11
CLDN18,137729007,137729007,+,chr3
ZBTB11,101395976,101395976,-,chr3
ATXN3,92572908,92572908,-,chr14
GOLGA5,93260673,93260673,+,chr14
FGFR2,123357945,123357945,-,chr10
LRRC40,70671243,70671243,-,chr1
ISOC1,128430444,128430444,+,chr5
EML1,100259750,100259750,+,chr14
TRMT11,126307686,126307686,+,chr6
THUMPD1,20753137,20753137,-,chr16
MSANTD3,103189425,103189425,+,chr9
KIF26A,104604924,104604924,+,chr14
ATG2B,96829678,96829678,-,chr14
ARFGEF1,68256016,68256016,-,chr8
ACSM2B,20587749,20587749,-,chr16
ZFAT,135725274,135725274,-,chr8
MTFR1,66556969,66556969,+,chr8
STAG3,99775554,99775554,+,chr7
FECH,55253911,55253911,-,chr18
MYO9A,72410405,72410405,-,chr15
DDX3Y,15016793,15016793,+,chrY
PFKP,3109740,3109740,+,chr10
IDI1,1094826,1094826,-,chr10
SP100,231280935,231280935,+,chr2
KLF6,3827401,3827401,-,chr10
PLPP1,54830792,54830792,-,chr5
NEO1,73344834,73344834,+,chr15
TRAM1,71520585,71520585,-,chr8
PHKA1,71934152,71934152,-,chrX
TNFRSF1A,6451242,6451242,-,chr12
CACNB1,37353891,37353891,-,chr17
EVI5,93250665,93250665,-,chr1
STOML1,74284583,74284583,-,chr15
PKM,72523531,72523531,-,chr15
DHX29,54603522,54603522,-,chr5
DNTTIP2,94344730,94344730,-,chr1
METTL22,8715555,8715555,+,chr16
TP53BP1,43785353,43785353,-,chr15
TRO,54947257,54947257,+,chrX
RRP15,218458635,218458635,+,chr1
RHOA,49449406,49449406,-,chr3
DHX8,41561352,41561352,+,chr17
PRKCZ,1981914,1981914,+,chr1
ZFY,2803422,2803422,+,chrY
IARS2,220267474,220267474,+,chr1
SYT1,79258566,79258566,+,chr12
NAV3,78334068,78334068,+,chr12
IDH3G,153059830,153059830,-,chrX
ROGDI,4852634,4852634,-,chr16
PDZD4,153096342,153096342,-,chrX
ATP2B3,152783100,152783100,+,chrX
ROCK1,18691754,18691754,-,chr18
CBFB,67063052,67063052,+,chr16
PDK3,24483406,24483406,+,chrX
HYAL2,50358904,50358904,-,chr3
HDAC4,240322714,240322714,-,chr2
RASSF1,50374826,50374826,-,chr3
FGFR3,1795020,1795020,+,chr4
IFI35,41158802,41158802,+,chr17
HEATR6,58156282,58156282,-,chr17
COASY,40714169,40714169,+,chr17
PLEKHH3,40829012,40829012,-,chr17
MEF2A,100106197,100106197,+,chr15
OTUD5,48814858,48814858,-,chrX
TFE3,48900881,48900881,-,chrX
TBC1D25,48398117,48398117,+,chrX
ACSL4,108976463,108976463,-,chrX
INPP5A,134351291,134351291,+,chr10
GPKOW,48980085,48980085,-,chrX
GRIPAP1,48858644,48858644,-,chrX
FTSJ1,48334591,48334591,+,chrX
PRR11,57233107,57233107,+,chr17
REEP1,86564806,86564806,-,chr2
ATP11A,113344494,113344494,+,chr13
POLR1A,86332998,86332998,-,chr2
LAPTM4A,20251381,20251381,-,chr2
TTC7A,47168368,47168368,+,chr2
IP6K2,48754648,48754648,-,chr3
STON1-GTF2A1L,48807950,48807950,+,chr2
SRBD1,45838406,45838406,-,chr2
KIF2A,61602271,61602271,+,chr5
RASGRP2,64511614,64511614,-,chr11
PSME4,54198153,54198153,-,chr2
IFT80,160117004,160117004,-,chr3
SIRT2,39390223,39390223,-,chr19
ERLEC1,54014181,54014181,+,chr2
PPP2R5B,64692161,64692161,+,chr11
PYGM,64527446,64527446,-,chr11
PAGE1,49460585,49460585,-,chrX
PITX1,134369918,134369918,-,chr5
TRPC7,135701225,135701225,-,chr5
MAST4,66300483,66300483,+,chr5
ADGRF5,46922673,46922673,-,chr6
SDK2,71640584,71640584,-,chr17
ADAM7,24298539,24298539,+,chr8
NUP133,229644074,229644074,-,chr1
NUCKS1,205719310,205719310,-,chr1
VPS35,46723081,46723081,-,chr16
DNAJA2,47007582,47007582,-,chr16
BCL3,45251965,45251965,+,chr19
KCNAB2,6086393,6086393,+,chr1
ABCC9,22094358,22094358,-,chr12
GAL,68452012,68452012,+,chr11
CLEC2D,9822313,9822313,+,chr12
FUNDC1,44402105,44402105,-,chrX
MAOB,43741665,43741665,-,chrX
RORA,60884725,60884725,-,chr15
DRD4,637285,637285,+,chr11
TGFBR3,92351678,92351678,-,chr1
KIAA1107,92632609,92632609,+,chr1
PLA2G10,14788526,14788526,-,chr16
HES2,6479979,6479979,-,chr1
ATP1B3,141595485,141595485,+,chr3
NEDD4,56285810,56285810,-,chr15
PIGB,55611420,55611420,+,chr15
MAPK6,52311426,52311426,+,chr15
GNB5,52472122,52472122,-,chr15
RAB27A,55611321,55611321,-,chr15
CECR5,17640167,17640167,-,chr22
UFD1L,19466706,19466706,-,chr22
LRP6,12419953,12419953,-,chr12
GUCY2C,14849533,14849533,-,chr12
SCT,627181,627181,-,chr11
PHRF1,576483,576483,+,chr11
IKBKAP,111696367,111696367,-,chr9
NUCB2,17298324,17298324,+,chr11
PFN2,149688682,149688682,-,chr3
PTPN3,112260587,112260587,-,chr9
SPTB,65346625,65346625,-,chr14
DAPP1,100738007,100738007,+,chr4
FGF10,44389522,44389522,-,chr5
SLC44A1,108006932,108006932,+,chr9
TMEM260,57046544,57046544,+,chr14
SMG6,2207079,2207079,-,chr17
EXOC5,57735608,57735608,-,chr14
CLTCL1,19279208,19279208,-,chr22
FGF22,639879,639879,+,chr19
FSTL3,676393,676393,+,chr19
DGCR2,19109925,19109925,-,chr22
RNF126,663184,663184,-,chr19
MNT,2304354,2304354,-,chr17
ZXDC,126194734,126194734,-,chr3
JMJD6,74722615,74722615,-,chr17
POLB,42196012,42196012,+,chr8
ST6GALNAC1,74639790,74639790,-,chr17
WIPI1,66453620,66453620,-,chr17
FRMPD1,37650973,37650973,+,chr9
GBA2,35749225,35749225,-,chr9
NDST1,149865495,149865495,+,chr5
ASNS,97501720,97501720,-,chr7
AP3M2,42010581,42010581,+,chr8
CNGB1,58005012,58005012,-,chr16
ST6GALNAC2,74581940,74581940,-,chr17
CHAT,50817141,50817141,+,chr10
PABPC1,101734315,101734315,-,chr8
TESK2,45956835,45956835,-,chr1
CFAP20,58163254,58163254,-,chr16
CSNK2A2,58232010,58232010,-,chr16
PTPN21,89021330,89021330,-,chr14
EIF2B3,45452267,45452267,-,chr1
CAMK2A,149669336,149669336,-,chr5
TCOF1,149737267,149737267,+,chr5
CDC42,22379202,22379202,+,chr1
OSBPL3,25019774,25019774,-,chr7
EPHA8,22889982,22889982,+,chr1
SLC12A3,56899119,56899119,+,chr16
RAD18,9005127,9005127,-,chr3
ATP2B1,90102608,90102608,-,chr12
TRPM5,2444275,2444275,-,chr11
NCK2,106361369,106361369,+,chr2
MAP4K4,102314169,102314169,+,chr2
MGAT4A,99347574,99347574,-,chr2
RPL31,101618754,101618754,+,chr2
WDR1,10118384,10118384,-,chr4
SNX13,17980114,17980114,-,chr7
MS4A12,60260251,60260251,+,chr11
ARHGAP10,148653239,148653239,+,chr4
RPS6KA2,167040703,167040703,-,chr6
ING3,120590831,120590831,+,chr7
VASH1,77228099,77228099,+,chr14
LMCD1,8543509,8543509,+,chr3
WBSCR22,73097927,73097927,+,chr7
SEL1L,82000189,82000189,-,chr14
TRIP13,892999,892999,+,chr5
ATP6AP1,153657023,153657023,+,chrX
TCF3,1652614,1652614,-,chr19
TRIB2,12857068,12857068,+,chr2
DAZAP1,1407587,1407587,+,chr19
MBD3,1592750,1592750,-,chr19
PRLH,238475217,238475217,+,chr2
HLTF,148804297,148804297,-,chr3
FAM50A,153672488,153672488,+,chrX
FAM3A,153744556,153744556,-,chrX
CPSF1,145634710,145634710,-,chr8
MYO3B,171034657,171034657,+,chr2
CYBRD1,172378987,172378987,+,chr2
CDH19,64271327,64271327,-,chr18
PDCD2,170893716,170893716,-,chr6
SLC6A15,85306542,85306542,-,chr12
RDH11,68162476,68162476,-,chr14
PRKACA,14228574,14228574,-,chr19
ADGRL1,14316981,14316981,-,chr19
SPP2,234959382,234959382,+,chr2
ACTN1,69446019,69446019,-,chr14
ZFYVE26,68283302,68283302,-,chr14
RPS6KA6,83443189,83443189,-,chrX
EPN2,19186405,19186405,+,chr17
PTPN18,131129802,131129802,+,chr2
LIMS2,128432690,128432690,-,chr2
ASIC4,220379207,220379207,+,chr2
SPEG,220306765,220306765,+,chr2
LNX1,54424378,54424378,-,chr4
ALDH3A2,19552091,19552091,+,chr17
TFRC,195808961,195808961,-,chr3
SREBF1,17740300,17740300,-,chr17
TRPC5,111326004,111326004,-,chrX
AFF4,132299326,132299326,-,chr5
UBE2D1,60094766,60094766,+,chr10
MPP5,67708152,67708152,+,chr14
RHOBTB1,62703938,62703938,-,chr10
ASAH2C,48055018,48055018,-,chr10
SMC1A,53449603,53449603,-,chrX
HSD17B10,53461317,53461317,-,chrX
MARK2,63606598,63606598,+,chr11
HMMR,162887649,162887649,+,chr5
CHFR,133464191,133464191,-,chr12
TRHDE,72666150,72666150,+,chr12
P4HA2,131563544,131563544,-,chr5
FCGR2B,161632937,161632937,+,chr1
NFATC3,68119348,68119348,+,chr16
TRNT1,3168635,3168635,+,chr3
ACADVL,7123257,7123257,+,chr17
STK10,171615200,171615200,-,chr5
FBXW11,171433642,171433642,-,chr5
ACAP1,7239851,7239851,+,chr17
CRMP1,5890206,5890206,-,chr4
EVC,5712930,5712930,+,chr4
DERL2,5389494,5389494,-,chr17
SIDT1,113251413,113251413,+,chr3
NDE1,15744104,15744104,+,chr16
MRVI1,10715090,10715090,-,chr11
TMEM38A,16771950,16771950,+,chr19
AP1M1,16308722,16308722,+,chr19
PVR,45147210,45147210,+,chr19
XRCC1,44079679,44079679,-,chr19
SCARB1,125348410,125348410,-,chr12
CYP2W1,1022817,1022817,+,chr7
MCM2,127317254,127317254,+,chr3
MOV10L1,50552928,50552928,+,chr22
PANX2,50608690,50608690,+,chr22
SELO,50639462,50639462,+,chr22
TP63,189507449,189507449,+,chr3
ALPK1,113218557,113218557,+,chr4
LLGL2,73521799,73521799,+,chr17
PDE8A,85525087,85525087,+,chr15
CLCN4,10126508,10126508,+,chrX
NLE1,33469316,33469316,-,chr17
SDHA,218439,218439,+,chr5
SMARCE1,38804070,38804070,-,chr17
FNDC8,33448650,33448650,+,chr17
GSDMB,38074888,38074888,-,chr17
KDM5A,498450,498450,-,chr12
ADAM11,42836356,42836356,+,chr17
PPP2R3A,135684600,135684600,+,chr3
FERMT2,53417768,53417768,-,chr14
ABCB11,169887834,169887834,-,chr2
DHRS9,169926073,169926073,+,chr2
CD5L,157811598,157811598,-,chr1
PTGS2,186649555,186649555,-,chr1
IGF2BP2,185542795,185542795,-,chr3
MAP3K13,185000764,185000764,+,chr3
ST6GAL1,186648325,186648325,+,chr3
TBX21,45810602,45810602,+,chr17
FRY,32605914,32605914,+,chr13
PICALM,85780117,85780117,-,chr11
NSF,44668035,44668035,+,chr17
GLI2,121493457,121493457,+,chr2
CLASP1,122407038,122407038,-,chr2
MRPS34,1823131,1823131,-,chr16
NOTCH3,15311806,15311806,-,chr19
CLNS1A,77348839,77348839,-,chr11
PPP2R2C,6474341,6474341,-,chr4
TEAD2,49865671,49865671,-,chr19
EED,85955831,85955831,+,chr11
CDHR2,175976343,175976343,+,chr5
SNCB,176057535,176057535,-,chr5
TSG101,18548470,18548470,-,chr11
NCBP3,3749540,3749540,-,chr17
ATP2A3,3867731,3867731,-,chr17
CA12,63674045,63674045,-,chr15
MGLL,127542028,127542028,-,chr3
NTN4,96184541,96184541,-,chr12
BCS1L,219524437,219524437,+,chr2
NUAK1,106533302,106533302,-,chr12
DPP8,65810027,65810027,-,chr15
SLC24A1,65903703,65903703,+,chr15
ZNF532,56532109,56532109,+,chr18
SCARF1,1549026,1549026,-,chr17
LMAN1,57026486,57026486,-,chr18
HACD3,65822853,65822853,+,chr15
IPCEF1,154568788,154568788,-,chr6
ZZEF1,4046307,4046307,-,chr17
NOX3,155776973,155776973,-,chr6
ENO1,8938745,8938745,-,chr1
SLC12A1,48498499,48498499,+,chr15
MYDGF,4670354,4670354,-,chr19
ANO8,17445580,17445580,-,chr19
TUBE1,112408685,112408685,-,chr6
ARHGEF10L,17866251,17866251,+,chr1
TXK,48136267,48136267,-,chr4
WSCD2,108523065,108523065,+,chr12
KCNQ2,62104008,62104008,-,chr20
TACR2,71169038,71169038,-,chr10
ACTR6,100594594,100594594,+,chr12
TIPIN,66649023,66649023,-,chr15
SRI,87849351,87849351,-,chr7
EIF4G3,21503390,21503390,-,chr1
NUP37,102513892,102513892,-,chr12
SEMA3A,83824105,83824105,-,chr7
GTSE1,46692767,46692767,+,chr22
SEMA3C,80548367,80548367,-,chr7
TTC38,46663917,46663917,+,chr22
ACAT1,107992294,107992294,+,chr11
GRAMD4,46972994,46972994,+,chr22
CELSR1,46933497,46933497,-,chr22
WNT8B,102222768,102222768,+,chr10
ZNF638,71558912,71558912,+,chr2
SLC25A40,87505672,87505672,-,chr7
TIMM21,71815758,71815758,+,chr18
ADD2,70995329,70995329,-,chr2
FGF4,69590109,69590109,-,chr11
RASAL2,178063239,178063239,+,chr1
VPS9D1,89787288,89787288,-,chr16
ZNF37A,38383293,38383293,+,chr10
MARK3,103851752,103851752,+,chr14
SLC25A3,98987464,98987464,+,chr12
FNDC3B,171757409,171757409,+,chr3
FOSL2,28615725,28615725,+,chr2
CACNG5,64831235,64831235,+,chr17
CACNG4,64960823,64960823,+,chr17
FRYL,48782288,48782288,-,chr4
TMEM131,98612394,98612394,-,chr2
FSCN1,5632447,5632447,+,chr7
ACTB,5570232,5570232,-,chr7
MOCOS,33767482,33767482,+,chr18
PLD1,171528254,171528254,-,chr3
ATP12A,25254549,25254549,+,chr13
WDR62,36545815,36545815,+,chr19
DLG1,197025483,197025483,-,chr3
RAB7A,128445026,128445026,+,chr3
BCAP29,107220691,107220691,+,chr7
SEC31B,102269059,102269059,-,chr10
SART3,108954944,108954944,-,chr12
ARHGAP15,143886988,143886988,+,chr2
TUBA3D,132233691,132233691,+,chr2
PAX2,102505339,102505339,+,chr10
EXOSC7,45017736,45017736,+,chr3
KIFAP3,170043793,170043793,-,chr1
MKRN2,12598586,12598586,+,chr3
MCM6,136634013,136634013,-,chr2
REXO2,114310193,114310193,+,chr11
RBM7,114271346,114271346,+,chr11
RBMS2,56915615,56915615,+,chr12
BAZ2A,57024110,57024110,-,chr12
PTPN23,47422517,47422517,+,chr3
MLH1,37035009,37035009,+,chr3
UNG,109535402,109535402,+,chr12
FMO4,171283322,171283322,+,chr1
KLHL20,173684120,173684120,+,chr1
RGS11,325941,325941,-,chr16
SLC46A1,26733230,26733230,-,chr17
PLXNA2,208417649,208417649,-,chr1
SPAG5,26926033,26926033,-,chr17
ANKRD13A,110437235,110437235,+,chr12
TPD52,81083799,81083799,-,chr8
ACACB,109569166,109569166,+,chr12
TRAF4,27071029,27071029,+,chr17
PAG1,82024303,82024303,-,chr8
GPATCH1,33572089,33572089,+,chr19
ICAM3,10450300,10450300,-,chr19
NT5C2,104953029,104953029,-,chr10
MCAM,119187840,119187840,-,chr11
GPC4,132549517,132549517,-,chrX
MBNL3,131623066,131623066,-,chrX
CAMSAP3,7660760,7660760,+,chr19
RAP1GAP,21995813,21995813,-,chr1
XAB2,7694431,7694431,-,chr19
ARHGEF1,42387267,42387267,+,chr19
STXBP2,7702007,7702007,+,chr19
MAP2K7,7968762,7968762,+,chr19
NMRK2,3933587,3933587,+,chr19
DGKD,234263149,234263149,+,chr2
CTTNBP2,117513493,117513493,-,chr7
ACTL6B,100254059,100254059,-,chr7
RARB,25469754,25469754,+,chr3
TOP2B,25706398,25706398,-,chr3
TM9SF3,98346769,98346769,-,chr10
NFKB2,104155462,104155462,+,chr10
UBE2T,202311064,202311064,-,chr1
PPP1R12B,202317833,202317833,+,chr1
DNAJC10,183580987,183580987,+,chr2
GTF3C1,27561220,27561220,-,chr16
IL4R,27325295,27325295,+,chr16
USP33,78225496,78225496,-,chr1
PAK3,110339419,110339419,+,chrX
CAPN6,110513711,110513711,-,chrX
DCX,110655397,110655397,-,chrX
SNRPA,41257108,41257108,+,chr19
SPAG6,22634425,22634425,+,chr10
EXOSC5,41903261,41903261,-,chr19
DYNC1I2,172544265,172544265,+,chr2
APBB1IP,26727286,26727286,+,chr10
LRCH4,100183752,100183752,-,chr7
FAM76B,95522946,95522946,-,chr11
SIRT6,4182544,4182544,-,chr19
TYR,88911043,88911043,+,chr11
POLD3,74303677,74303677,+,chr11
ACTN2,236849799,236849799,+,chr1
CAPZB,19812027,19812027,-,chr1
GPR137B,236305853,236305853,+,chr1
NAALAD2,89867867,89867867,+,chr11
JADE1,129730855,129730855,+,chr4
SLC25A43,118533315,118533315,+,chrX
UBE2A,118708526,118708526,+,chrX
FGFR1,38326153,38326153,-,chr8
FKBP6,72742187,72742187,+,chr7
SMC1B,45809480,45809480,-,chr22
FBLN1,45898763,45898763,+,chr22
ITGA8,15761910,15761910,-,chr10
CST7,24929908,24929908,+,chr20
MAP2,210288771,210288771,+,chr2
PIAS2,44497468,44497468,-,chr18
AMPH,38670973,38670973,-,chr7
ARAF,47420605,47420605,+,chrX
MCCC1,182817308,182817308,-,chr3
LAMP3,182880522,182880522,-,chr3
FAP,163099955,163099955,-,chr2
NEBL,21463020,21463020,-,chr10
ACER3,76571981,76571981,+,chr11
UBE2K,39699765,39699765,+,chr4
PIK3C3,39535211,39535211,+,chr18
N4BP2,40058470,40058470,+,chr4
